Timestamp,X,Y
2025-01-08 12:13:26,612,227
2025-01-08 12:13:26,610,230
2025-01-08 12:13:26,610,230
2025-01-08 12:13:26,612,232
2025-01-08 12:13:26,612,232
2025-01-08 12:13:26,607,234
2025-01-08 12:13:26,612,230
2025-01-08 12:13:26,608,231
2025-01-08 12:13:26,608,231
2025-01-08 12:13:26,612,228
2025-01-08 12:13:26,609,229
2025-01-08 12:13:26,609,229
2025-01-08 12:13:26,615,227
2025-01-08 12:13:26,610,229
2025-01-08 12:13:26,610,229
2025-01-08 12:13:26,614,230
2025-01-08 12:13:26,614,230
2025-01-08 12:13:26,609,229
2025-01-08 12:13:26,613,231
2025-01-08 12:13:26,609,231
2025-01-08 12:13:26,609,231
2025-01-08 12:13:26,609,232
2025-01-08 12:13:26,611,230
2025-01-08 12:13:26,611,230
2025-01-08 12:13:26,609,230
2025-01-08 12:13:27,612,230
2025-01-08 12:13:27,612,230
2025-01-08 12:13:27,609,232
2025-01-08 12:13:27,609,232
2025-01-08 12:13:27,611,230
2025-01-08 12:13:27,610,232
2025-01-08 12:13:27,611,227
2025-01-08 12:13:27,611,227
2025-01-08 12:13:27,612,229
2025-01-08 12:13:27,613,227
2025-01-08 12:13:27,613,227
2025-01-08 12:13:27,611,230
2025-01-08 12:13:27,613,229
2025-01-08 12:13:27,613,229
2025-01-08 12:13:27,610,226
2025-01-08 12:13:27,610,226
2025-01-08 12:13:27,613,225
2025-01-08 12:13:27,606,225
2025-01-08 12:13:27,611,227
2025-01-08 12:13:27,611,227
2025-01-08 12:13:27,608,228
2025-01-08 12:13:27,611,228
2025-01-08 12:13:27,611,228
2025-01-08 12:13:27,608,227
2025-01-08 12:13:27,612,227
2025-01-08 12:13:27,612,227
2025-01-08 12:13:27,609,228
2025-01-08 12:13:27,609,228
2025-01-08 12:13:27,610,236
2025-01-08 12:13:27,609,232
2025-01-08 12:13:28,611,233
2025-01-08 12:13:28,611,233
2025-01-08 12:13:28,609,218
2025-01-08 12:13:28,613,219
2025-01-08 12:13:28,613,219
2025-01-08 12:13:28,612,209
2025-01-08 12:13:28,611,216
2025-01-08 12:13:28,611,216
2025-01-08 12:13:28,612,198
2025-01-08 12:13:28,612,198
2025-01-08 12:13:28,607,194
2025-01-08 12:13:28,609,179
2025-01-08 12:13:28,611,216
2025-01-08 12:13:28,611,216
2025-01-08 12:13:28,611,229
2025-01-08 12:13:28,613,254
2025-01-08 12:13:28,613,254
2025-01-08 12:13:28,614,246
2025-01-08 12:13:28,614,247
2025-01-08 12:13:28,614,247
2025-01-08 12:13:28,616,236
2025-01-08 12:13:28,616,236
2025-01-08 12:13:28,612,243
2025-01-08 12:13:28,615,238
2025-01-08 12:13:28,610,240
2025-01-08 12:13:28,610,240
2025-01-08 12:13:28,613,224
2025-01-08 12:13:28,609,219
2025-01-08 12:13:28,609,219
2025-01-08 12:13:28,615,205
2025-01-08 12:13:29,610,223
2025-01-08 12:13:29,610,223
2025-01-08 12:13:29,613,223
2025-01-08 12:13:29,613,223
2025-01-08 12:13:29,609,234
2025-01-08 12:13:29,612,227
2025-01-08 12:13:29,609,232
2025-01-08 12:13:29,609,232
2025-01-08 12:13:29,614,229
2025-01-08 12:13:29,610,235
2025-01-08 12:13:29,610,235
2025-01-08 12:13:29,614,234
2025-01-08 12:13:29,613,232
2025-01-08 12:13:29,613,232
2025-01-08 12:13:29,615,224
2025-01-08 12:13:29,615,224
2025-01-08 12:13:29,615,226
2025-01-08 12:13:29,612,226
2025-01-08 12:13:29,612,232
2025-01-08 12:13:29,612,232
2025-01-08 12:13:29,609,234
2025-01-08 12:13:29,610,233
2025-01-08 12:13:29,610,233
2025-01-08 12:13:29,609,232
2025-01-08 12:13:29,612,235
2025-01-08 12:13:29,612,235
2025-01-08 12:13:29,613,237
2025-01-08 12:13:29,613,237
2025-01-08 12:13:29,615,234
2025-01-08 12:13:29,619,228
2025-01-08 12:13:30,617,218
2025-01-08 12:13:30,617,218
2025-01-08 12:13:30,619,217
2025-01-08 12:13:30,611,211
2025-01-08 12:13:30,611,211
2025-01-08 12:13:30,603,206
2025-01-08 12:13:30,597,191
2025-01-08 12:13:30,597,191
2025-01-08 12:13:30,588,196
2025-01-08 12:13:30,588,196
2025-01-08 12:13:30,589,188
2025-01-08 12:13:30,600,207
2025-01-08 12:13:30,583,188
2025-01-08 12:13:30,583,188
2025-01-08 12:13:30,597,206
2025-01-08 12:13:30,582,190
2025-01-08 12:13:30,582,190
2025-01-08 12:13:30,599,222
2025-01-08 12:13:30,599,222
2025-01-08 12:13:30,592,241
2025-01-08 12:13:30,626,261
2025-01-08 12:13:30,626,261
2025-01-08 12:13:30,625,261
2025-01-08 12:13:30,633,245
2025-01-08 12:13:30,633,245
2025-01-08 12:13:30,637,243
2025-01-08 12:13:30,623,246
2025-01-08 12:13:30,623,246
2025-01-08 12:13:30,617,249
2025-01-08 12:13:31,617,249
2025-01-08 12:13:31,596,237
2025-01-08 12:13:31,603,225
2025-01-08 12:13:31,603,225
2025-01-08 12:13:31,589,221
2025-01-08 12:13:31,597,228
2025-01-08 12:13:31,591,237
2025-01-08 12:13:31,591,237
2025-01-08 12:13:31,598,241
2025-01-08 12:13:31,590,234
2025-01-08 12:13:31,590,234
2025-01-08 12:13:31,606,230
2025-01-08 12:13:31,606,230
2025-01-08 12:13:31,604,228
2025-01-08 12:13:31,617,233
2025-01-08 12:13:31,617,233
2025-01-08 12:13:31,620,233
2025-01-08 12:13:31,625,232
2025-01-08 12:13:31,626,224
2025-01-08 12:13:31,626,224
2025-01-08 12:13:31,624,222
2025-01-08 12:13:31,619,226
2025-01-08 12:13:31,619,226
2025-01-08 12:13:31,613,236
2025-01-08 12:13:31,613,236
2025-01-08 12:13:31,607,237
2025-01-08 12:13:31,603,239
2025-01-08 12:13:31,603,239
2025-01-08 12:13:31,602,234
2025-01-08 12:13:31,601,235
2025-01-08 12:13:32,603,235
2025-01-08 12:13:32,603,235
2025-01-08 12:13:32,601,236
2025-01-08 12:13:32,607,233
2025-01-08 12:13:32,607,233
2025-01-08 12:13:32,607,229
2025-01-08 12:13:32,607,229
2025-01-08 12:13:32,614,228
2025-01-08 12:13:32,613,229
2025-01-08 12:13:32,613,229
2025-01-08 12:13:32,618,231
2025-01-08 12:13:32,617,232
2025-01-08 12:13:32,616,231
2025-01-08 12:13:32,616,231
2025-01-08 12:13:32,616,230
2025-01-08 12:13:32,612,231
2025-01-08 12:13:32,612,231
2025-01-08 12:13:32,611,231
2025-01-08 12:13:32,611,231
2025-01-08 12:13:32,609,234
2025-01-08 12:13:32,609,231
2025-01-08 12:13:32,609,231
2025-01-08 12:13:32,609,233
2025-01-08 12:13:32,610,230
2025-01-08 12:13:32,608,233
2025-01-08 12:13:32,608,233
2025-01-08 12:13:32,612,232
2025-01-08 12:13:32,608,233
2025-01-08 12:13:32,608,233
2025-01-08 12:13:32,613,233
2025-01-08 12:13:33,613,233
2025-01-08 12:13:33,610,231
2025-01-08 12:13:33,615,231
2025-01-08 12:13:33,615,231
2025-01-08 12:13:33,612,231
2025-01-08 12:13:33,615,230
2025-01-08 12:13:33,612,230
2025-01-08 12:13:33,612,230
2025-01-08 12:13:33,614,231
2025-01-08 12:13:33,610,229
2025-01-08 12:13:33,610,229
2025-01-08 12:13:33,613,230
2025-01-08 12:13:33,613,230
2025-01-08 12:13:33,611,226
2025-01-08 12:13:33,613,231
2025-01-08 12:13:33,613,231
2025-01-08 12:13:33,611,229
2025-01-08 12:13:33,613,232
2025-01-08 12:13:33,612,229
2025-01-08 12:13:33,612,229
2025-01-08 12:13:33,611,230
2025-01-08 12:13:33,614,229
2025-01-08 12:13:33,614,229
2025-01-08 12:13:33,611,231
2025-01-08 12:13:33,611,231
2025-01-08 12:13:33,614,230
2025-01-08 12:13:33,611,232
2025-01-08 12:13:33,611,232
2025-01-08 12:13:33,614,230
2025-01-08 12:13:33,611,231
2025-01-08 12:13:34,614,226
2025-01-08 12:13:34,614,226
2025-01-08 12:13:34,610,230
2025-01-08 12:13:34,614,226
2025-01-08 12:13:34,614,226
2025-01-08 12:13:34,610,228
2025-01-08 12:13:34,610,228
2025-01-08 12:13:34,615,227
2025-01-08 12:13:34,610,228
2025-01-08 12:13:34,610,228
2025-01-08 12:13:34,615,228
2025-01-08 12:13:34,609,228
2025-01-08 12:13:34,614,231
2025-01-08 12:13:34,614,231
2025-01-08 12:13:34,610,229
2025-01-08 12:13:34,614,230
2025-01-08 12:13:34,614,230
2025-01-08 12:13:34,611,230
2025-01-08 12:13:34,611,230
2025-01-08 12:13:34,614,230
2025-01-08 12:13:34,613,225
2025-01-08 12:13:34,613,225
2025-01-08 12:13:34,615,228
2025-01-08 12:13:34,611,227
2025-01-08 12:13:34,613,233
2025-01-08 12:13:34,613,233
2025-01-08 12:13:34,610,229
2025-01-08 12:13:34,613,229
2025-01-08 12:13:34,613,229
2025-01-08 12:13:34,612,224
2025-01-08 12:13:35,612,224
2025-01-08 12:13:35,612,229
2025-01-08 12:13:35,612,232
2025-01-08 12:13:35,612,232
2025-01-08 12:13:35,610,238
2025-01-08 12:13:35,612,230
2025-01-08 12:13:35,612,228
2025-01-08 12:13:35,612,228
2025-01-08 12:13:35,613,220
2025-01-08 12:13:35,612,230
2025-01-08 12:13:35,612,230
2025-01-08 12:13:35,614,227
2025-01-08 12:13:35,614,227
2025-01-08 12:13:35,611,231
2025-01-08 12:13:35,614,228
2025-01-08 12:13:35,614,228
2025-01-08 12:13:35,610,227
2025-01-08 12:13:35,615,226
2025-01-08 12:13:35,609,229
2025-01-08 12:13:35,609,229
2025-01-08 12:13:35,614,231
2025-01-08 12:13:35,611,230
2025-01-08 12:13:35,611,230
2025-01-08 12:13:35,614,228
2025-01-08 12:13:35,614,228
2025-01-08 12:13:35,612,228
2025-01-08 12:13:35,612,231
2025-01-08 12:13:35,612,231
2025-01-08 12:13:35,612,230
2025-01-08 12:13:35,611,232
2025-01-08 12:13:36,613,226
2025-01-08 12:13:36,613,226
2025-01-08 12:13:36,612,230
2025-01-08 12:13:36,613,226
2025-01-08 12:13:36,613,226
2025-01-08 12:13:36,612,230
2025-01-08 12:13:36,612,230
2025-01-08 12:13:36,615,226
2025-01-08 12:13:36,610,230
2025-01-08 12:13:36,610,230
2025-01-08 12:13:36,616,227
2025-01-08 12:13:36,608,230
2025-01-08 12:13:36,615,228
2025-01-08 12:13:36,615,228
2025-01-08 12:13:36,608,230
2025-01-08 12:13:36,615,227
2025-01-08 12:13:36,615,227
2025-01-08 12:13:36,609,234
2025-01-08 12:13:36,609,234
2025-01-08 12:13:36,614,231
2025-01-08 12:13:36,610,234
2025-01-08 12:13:36,610,234
2025-01-08 12:13:36,613,229
2025-01-08 12:13:36,610,227
2025-01-08 12:13:36,616,224
2025-01-08 12:13:36,616,224
2025-01-08 12:13:36,613,227
2025-01-08 12:13:36,615,230
2025-01-08 12:13:36,615,230
2025-01-08 12:13:36,612,230
2025-01-08 12:13:36,612,230
2025-01-08 12:13:37,614,231
2025-01-08 12:13:37,610,230
2025-01-08 12:13:37,610,230
2025-01-08 12:13:37,609,234
2025-01-08 12:13:37,608,233
2025-01-08 12:13:37,607,235
2025-01-08 12:13:37,607,235
2025-01-08 12:13:37,611,232
2025-01-08 12:13:37,609,232
2025-01-08 12:13:37,609,232
2025-01-08 12:13:37,612,230
2025-01-08 12:13:37,612,230
2025-01-08 12:13:37,611,233
2025-01-08 12:13:37,611,232
2025-01-08 12:13:37,611,232
2025-01-08 12:13:37,611,234
2025-01-08 12:13:37,613,235
2025-01-08 12:13:37,609,234
2025-01-08 12:13:37,609,234
2025-01-08 12:13:37,613,236
2025-01-08 12:13:37,608,233
2025-01-08 12:13:37,608,233
2025-01-08 12:13:37,614,232
2025-01-08 12:13:37,614,232
2025-01-08 12:13:37,608,232
2025-01-08 12:13:37,611,232
2025-01-08 12:13:37,611,232
2025-01-08 12:13:37,608,230
2025-01-08 12:13:37,611,227
2025-01-08 12:13:38,608,227
2025-01-08 12:13:38,608,227
2025-01-08 12:13:38,611,229
2025-01-08 12:13:38,609,229
2025-01-08 12:13:38,609,229
2025-01-08 12:13:38,611,235
2025-01-08 12:13:38,611,235
2025-01-08 12:13:38,608,232
2025-01-08 12:13:38,611,236
2025-01-08 12:13:38,611,236
2025-01-08 12:13:38,609,230
2025-01-08 12:13:38,611,234
2025-01-08 12:13:38,612,228
2025-01-08 12:13:38,612,228
2025-01-08 12:13:38,610,230
2025-01-08 12:13:38,614,227
2025-01-08 12:13:38,614,227
2025-01-08 12:13:38,608,228
2025-01-08 12:13:38,608,228
2025-01-08 12:13:38,615,226
2025-01-08 12:13:38,606,231
2025-01-08 12:13:38,606,231
2025-01-08 12:13:38,611,232
2025-01-08 12:13:38,606,236
2025-01-08 12:13:38,611,234
2025-01-08 12:13:38,611,234
2025-01-08 12:13:38,606,233
2025-01-08 12:13:38,613,231
2025-01-08 12:13:38,613,231
2025-01-08 12:13:38,609,227
2025-01-08 12:13:38,609,227
2025-01-08 12:13:39,614,230
2025-01-08 12:13:39,609,229
2025-01-08 12:13:39,609,229
2025-01-08 12:13:39,612,232
2025-01-08 12:13:39,610,229
2025-01-08 12:13:39,610,233
2025-01-08 12:13:39,610,233
2025-01-08 12:13:39,610,233
2025-01-08 12:13:39,608,235
2025-01-08 12:13:39,608,235
2025-01-08 12:13:39,612,230
2025-01-08 12:13:39,612,230
2025-01-08 12:13:39,609,232
2025-01-08 12:13:39,613,224
2025-01-08 12:13:39,613,224
2025-01-08 12:13:39,611,228
2025-01-08 12:13:39,614,223
2025-01-08 12:13:39,610,231
2025-01-08 12:13:39,610,231
2025-01-08 12:13:39,613,227
2025-01-08 12:13:39,607,234
2025-01-08 12:13:39,607,234
2025-01-08 12:13:39,611,233
2025-01-08 12:13:39,611,233
2025-01-08 12:13:39,605,235
2025-01-08 12:13:39,613,231
2025-01-08 12:13:39,613,231
2025-01-08 12:13:39,609,230
2025-01-08 12:13:39,614,223
2025-01-08 12:13:40,613,223
2025-01-08 12:13:40,613,223
2025-01-08 12:13:40,617,220
2025-01-08 12:13:40,612,222
2025-01-08 12:13:40,612,222
2025-01-08 12:13:40,616,224
2025-01-08 12:13:40,616,224
2025-01-08 12:13:40,610,220
2025-01-08 12:13:40,613,226
2025-01-08 12:13:40,613,226
2025-01-08 12:13:40,605,229
2025-01-08 12:13:40,610,238
2025-01-08 12:13:40,605,239
2025-01-08 12:13:40,605,239
2025-01-08 12:13:40,607,242
2025-01-08 12:13:40,606,237
2025-01-08 12:13:40,606,237
2025-01-08 12:13:40,608,234
2025-01-08 12:13:40,608,234
2025-01-08 12:13:40,610,232
2025-01-08 12:13:40,609,235
2025-01-08 12:13:40,609,235
2025-01-08 12:13:40,612,228
2025-01-08 12:13:40,613,227
2025-01-08 12:13:40,614,218
2025-01-08 12:13:40,614,218
2025-01-08 12:13:40,615,222
2025-01-08 12:13:40,615,217
2025-01-08 12:13:40,615,217
2025-01-08 12:13:40,615,224
2025-01-08 12:13:41,615,224
2025-01-08 12:13:41,615,221
2025-01-08 12:13:41,612,223
2025-01-08 12:13:41,612,223
2025-01-08 12:13:41,615,221
2025-01-08 12:13:41,610,225
2025-01-08 12:13:41,613,227
2025-01-08 12:13:41,613,227
2025-01-08 12:13:41,608,230
2025-01-08 12:13:41,611,231
2025-01-08 12:13:41,611,231
2025-01-08 12:13:41,608,233
2025-01-08 12:13:41,608,233
2025-01-08 12:13:41,610,233
2025-01-08 12:13:41,609,234
2025-01-08 12:13:41,609,234
2025-01-08 12:13:41,611,234
2025-01-08 12:13:41,608,232
2025-01-08 12:13:41,612,232
2025-01-08 12:13:41,612,232
2025-01-08 12:13:41,609,229
2025-01-08 12:13:41,612,231
2025-01-08 12:13:41,612,231
2025-01-08 12:13:41,611,230
2025-01-08 12:13:41,611,230
2025-01-08 12:13:41,610,232
2025-01-08 12:13:41,611,233
2025-01-08 12:13:41,611,233
2025-01-08 12:13:41,607,234
2025-01-08 12:13:41,610,236
2025-01-08 12:13:42,606,234
2025-01-08 12:13:42,606,234
2025-01-08 12:13:42,611,231
2025-01-08 12:13:42,609,228
2025-01-08 12:13:42,609,228
2025-01-08 12:13:42,613,223
2025-01-08 12:13:42,613,223
2025-01-08 12:13:42,614,223
2025-01-08 12:13:42,616,221
2025-01-08 12:13:42,616,221
2025-01-08 12:13:42,615,221
2025-01-08 12:13:42,615,226
2025-01-08 12:13:42,610,230
2025-01-08 12:13:42,610,230
2025-01-08 12:13:42,610,233
2025-01-08 12:13:42,609,230
2025-01-08 12:13:42,609,230
2025-01-08 12:13:42,607,231
2025-01-08 12:13:42,607,231
2025-01-08 12:13:42,611,232
2025-01-08 12:13:42,605,239
2025-01-08 12:13:42,605,239
2025-01-08 12:13:42,612,237
2025-01-08 12:13:42,606,235
2025-01-08 12:13:42,613,225
2025-01-08 12:13:42,613,225
2025-01-08 12:13:42,607,228
2025-01-08 12:13:42,614,221
2025-01-08 12:13:42,614,221
2025-01-08 12:13:42,610,227
2025-01-08 12:13:43,610,227
2025-01-08 12:13:43,616,221
2025-01-08 12:13:43,612,223
2025-01-08 12:13:43,612,223
2025-01-08 12:13:43,617,219
2025-01-08 12:13:43,609,226
2025-01-08 12:13:43,614,233
2025-01-08 12:13:43,614,233
2025-01-08 12:13:43,603,235
2025-01-08 12:13:43,613,234
2025-01-08 12:13:43,613,234
2025-01-08 12:13:43,603,233
2025-01-08 12:13:43,603,233
2025-01-08 12:13:43,611,233
2025-01-08 12:13:43,606,234
2025-01-08 12:13:43,606,234
2025-01-08 12:13:43,611,235
2025-01-08 12:13:43,605,231
2025-01-08 12:13:43,613,226
2025-01-08 12:13:43,613,226
2025-01-08 12:13:43,605,224
2025-01-08 12:13:43,610,229
2025-01-08 12:13:43,610,229
2025-01-08 12:13:43,607,230
2025-01-08 12:13:43,607,230
2025-01-08 12:13:43,611,230
2025-01-08 12:13:43,612,222
2025-01-08 12:13:43,612,222
2025-01-08 12:13:43,615,215
2025-01-08 12:13:43,617,215
2025-01-08 12:13:44,614,226
2025-01-08 12:13:44,614,226
2025-01-08 12:13:44,614,233
2025-01-08 12:13:44,608,233
2025-01-08 12:13:44,608,233
2025-01-08 12:13:44,611,224
2025-01-08 12:13:44,611,224
2025-01-08 12:13:44,609,222
2025-01-08 12:13:44,610,226
2025-01-08 12:13:44,610,226
2025-01-08 12:13:44,608,236
2025-01-08 12:13:44,609,236
2025-01-08 12:13:44,606,233
2025-01-08 12:13:44,606,233
2025-01-08 12:13:44,609,229
2025-01-08 12:13:44,606,223
2025-01-08 12:13:44,606,223
2025-01-08 12:13:44,615,229
2025-01-08 12:13:44,615,229
2025-01-08 12:13:44,612,232
2025-01-08 12:13:44,617,236
2025-01-08 12:13:44,617,236
2025-01-08 12:13:44,616,230
2025-01-08 12:13:44,617,226
2025-01-08 12:13:44,615,223
2025-01-08 12:13:44,615,223
2025-01-08 12:13:44,613,223
2025-01-08 12:13:44,613,223
2025-01-08 12:13:44,613,223
2025-01-08 12:13:44,611,228
2025-01-08 12:13:45,611,228
2025-01-08 12:13:45,610,226
2025-01-08 12:13:45,611,230
2025-01-08 12:13:45,611,230
